STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2000,,1400806,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2001,,1395278,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2002,,1350359,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2003,,1300219,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2004,,1262355,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2005,,1228567,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2006,,1213923,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2007,,1212334,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2008,,1211890,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2009,,1145363,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2010,,1128479,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2011,,1126018,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2012,,1110472,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2013,,1107569,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2014,,1105263,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2015,,1106433,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2016,,1127376,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2017,,1139986,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2018,,1165029,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2019,,1200922,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2020,,1155617,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2021,,1198699,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2022,,1218380,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,NL,Netherlands,2023,,1239274,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2000,,1923993,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2001,,1907477,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2002,,1844723,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2003,,1769112,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2004,,1698686,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2005,,1628235,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2006,,1599997,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2007,,1568133,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2008,,1512880,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2009,,1385177,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2010,,1350687,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2011,,1320568,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2012,,1268568,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2013,,1251221,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2014,,1275683,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2015,,1309951,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2016,,1322964,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2017,,1357921,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2018,,1402234,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2019,,1391009,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2020,,1289702,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2021,,1313672,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2022,,1352452,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,C,Manufacturing,EMP_DC,Total employment domestic concept,PT,Portugal,2023,,1380674,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2000,,472239,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2001,,451905,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2002,,437213,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2003,,450864,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2004,,453991,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2005,,449418,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2006,,455225,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2007,,468053,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2008,,488992,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2009,,473650,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2010,,476928,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2011,,482173,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2012,,485366,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2013,,476232,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2014,,474485,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2015,,472244,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2016,,474990,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2017,,485052,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2018,,494867,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2019,,514344,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2020,,496448,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2021,,538565,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2022,,540757,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,AT,Austria,2023,,531566,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2000,,4725502,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2001,,4383553,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2002,,4139952,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2003,,3940539,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2004,,3839881,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2005,,3690224,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2006,,3773557,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2007,,3862010,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2008,,3864958,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2009,,3830172,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2010,,3887088,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2011,,3948111,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2012,,3920598,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2013,,3896309,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2014,,3938698,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2015,,3935060,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2016,,3949015,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2017,,3965160,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2018,,4012287,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2019,,4038185,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2020,,3979019,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2021,,4082325,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2022,,4083651,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,DE,Germany,2023,,4053085,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2000,,3508493,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2001,,3830793,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2002,,4040120,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2003,,4227179,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2004,,4408815,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2005,,4730203,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2006,,5012847,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2007,,5261408,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2008,,4675600,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2009,,3671015,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2010,,3180016,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2011,,2718258,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2012,,2210674,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2013,,1946664,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2014,,1922467,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2015,,2085974,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2016,,2148823,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2017,,2227616,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2018,,2388804,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2019,,2590657,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2020,,2258195,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2021,,2422768,,,,,
dataflow,ESTAT:NAMA_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,F,Construction,EMP_DC,Total employment domestic concept,ES,Spain,2022,,2550779,,,,,
